tweet_id,date,full_text,tweet_type,hashtags,mentions,user_id,user_location,geo,lat_coordinates,lng_coordinates,place_type,place_name,place_full_name,country_code,country,prof_country,prof_country_code,prof_locality,prof_region,prof_sub_region,prof_full_name,prof_coord_lat,prof_coord_lng,reply_count,quote_count,likes_count,retweet_counts,hyperlink
1591219195316154368,Fri Nov 11 23:59:54 +0000 2022,"In the mid-term elections, vote Republican. It's because of them that I can continue to buy my guns to defend my pantry. No one will steal my Nutella biscuits! Long live the second amendment to the constitution #Midterms2022 #nutella #Republicans #NRA",Original Tweet,"['#Midterms2022', '#nutella', '#Republicans', '#NRA']",,1588956832789417986,"Kentucky, USA",,,,,,,,,United States,US,,Kentucky,,"Kentucky, United States",-84.87762,38.20042,0,0,0,0,https://twitter.com/twitter/status/1591219195316154368
1591219187195981824,Fri Nov 11 23:59:52 +0000 2022,@BeauTFC Don’t forget sensible gun control. These kids who have been put through hell with active shooter drills and who have only gotten thoughts and prayers are all coming of age,Reply Tweet,,['@BeauTFC'],4759411955,"Uniontown, OH",,,,,,,,,United States,US,Uniontown,Ohio,Stark County,"Uniontown, Ohio, United States",-81.40817,40.97506,0,0,0,0,https://twitter.com/twitter/status/1591219187195981824
1591219184025088001,Fri Nov 11 23:59:51 +0000 2022,@thekelbellzzz @Paultx890 #uvalde county did not vote 60%&gt; Abbott,Reply Tweet,['#uvalde'],"['@thekelbellzzz', '@Paultx890']",799257301,"Texas, USA",,,,,,,,,United States,US,,Texas,,"Texas, United States",-99.25061,31.25044,0,0,0,0,https://twitter.com/twitter/status/1591219184025088001
1591219146330886146,Fri Nov 11 23:59:42 +0000 2022,"@AmoneyResists @TimmyBaileyUSA And the audacity they have to want to raise the voting age now is incredible! Do republicans truly think people are cool with them making the only thing adults of 18 can do is buy guns &amp; join the military?!?! It’s absurd &amp; so blatantly, in your face, awful!",Reply Tweet,,"['@AmoneyResists', '@TimmyBaileyUSA']",199544108,"Los Angeles, CA",,,,,,,,,United States,US,Los Angeles,California,Los Angeles County,"Los Angeles, California, United States",-118.24368,34.05223,0,0,3,1,https://twitter.com/twitter/status/1591219146330886146
1591219040076316672,Fri Nov 11 23:59:17 +0000 2022,"Komotu Christmas Stocking Holders for Mantle, Upgrade Non-Slip Safety Mantel Hooks Hanger Grip Fireplace Hang Hook for Christmas Halloween Party Decoration(Gun Black,4) - https://t.co/VIPusuwsPh",Original Tweet,,,1281758467036811264,United States ,,,,,,,,,United States,US,,,,United States,-98.5,39.76,0,0,0,0,https://twitter.com/twitter/status/1591219040076316672
1591219023064469506,Fri Nov 11 23:59:13 +0000 2022,"Strong support for the 2nd annual #KeepKidsSafe Gun BuyBack this weekend, initiated today by @NewtownAction. We recognize that more than half of all gun deaths are suicides &amp; most veteran suicides are by guns. Buying back unwanted guns can save lives.",Original Tweet,['#KeepKidsSafe'],['@NewtownAction'],278124059,"Connecticut, USA",,,,,,,,,United States,US,,Connecticut,,"Connecticut, United States",-72.66648,41.66704,11,2,108,37,https://twitter.com/twitter/status/1591219023064469506
1591219002927624193,Fri Nov 11 23:59:08 +0000 2022,@Acyn Now we can see why Republicans won't do anything to prevent school shootings,Reply Tweet,,['@Acyn'],1321951883565568008,Oakland CA,,,,,,,,,United States,US,Oakland,California,Alameda County,"Oakland, California, United States",-122.2708,37.80437,0,0,0,0,https://twitter.com/twitter/status/1591219002927624193
1591218970350198784,Fri Nov 11 23:59:00 +0000 2022,"For first-time gun owners, it’s an exciting time to learn how to safely handle a gun and spend time shooting on the range with family and friends.

Head to https://t.co/s3NLc8Jas2 for informative and engaging content to safely and confidently start your journey as a new shooter.",Original Tweet,,,257013516,"East Alton, Il",,,,,,,,,United States,US,East Alton,Illinois,Madison County,"East Alton, Illinois, United States",-90.11122,38.88033,1,0,22,2,https://twitter.com/twitter/status/1591218970350198784
1591218916235575296,Fri Nov 11 23:58:47 +0000 2022,"But aside from jokes and friends, I was on Twitter for major world events. Obama’s re-election. The Boston marathon bombing. Sandy Hook massacre. Those moments shaped how we consume news and we all got a glimpse in the early days of misinformation.",Original Tweet,,,198753833,"Los Angeles, CA",,,,,,,,,United States,US,Los Angeles,California,Los Angeles County,"Los Angeles, California, United States",-118.24368,34.05223,0,0,1,0,https://twitter.com/twitter/status/1591218916235575296
1591218911122714625,Fri Nov 11 23:58:46 +0000 2022,@the_jezza @Hotel2a @johnsonstickk I'm clearly the pro-gun crowd.,Reply Tweet,,"['@the_jezza', '@Hotel2a', '@johnsonstickk']",20789778,"Oshkosh, WI",,,,,,,,,United States,US,Oshkosh,Wisconsin,Winnebago County,"Oshkosh, Wisconsin, United States",-88.54261,44.02471,0,0,0,0,https://twitter.com/twitter/status/1591218911122714625
1591218901307858947,Fri Nov 11 23:58:44 +0000 2022,FUCK THE NRA,Original Tweet,,,69778501,"Denton, Texas",,,,,,,,,United States,US,Denton,Texas,Denton County,"Denton, Texas, United States",-97.13307,33.21484,0,0,0,0,https://twitter.com/twitter/status/1591218901307858947
1591218785176125440,Fri Nov 11 23:58:16 +0000 2022,How much are the lives of American kids? Not more than the NRA money. Our dead kids are worth more than live kids. Welcome to hell. We were bon for dying.,Original Tweet,,,69778501,"Denton, Texas",,,,,,,,,United States,US,Denton,Texas,Denton County,"Denton, Texas, United States",-97.13307,33.21484,0,0,0,0,https://twitter.com/twitter/status/1591218785176125440
1591218767031603201,Fri Nov 11 23:58:12 +0000 2022,@Logically_JC Ya the democrats with guns commit most mass shootings,Reply Tweet,,['@Logically_JC'],1553782875647987712,"Denver, CO",,,,,,,,,United States,US,Denver,Colorado,Denver County,"Denver, Colorado, United States",-104.9847,39.73915,0,0,0,0,https://twitter.com/twitter/status/1591218767031603201
1591218641504436225,Fri Nov 11 23:57:42 +0000 2022,"@LacarpetronM @Mike21076 @JamesWe70210481 @DanpawP @Derrick47886845 @TackettWendi @Dilligaf963 @RenayCharlotte @FLYNN6411 @Ferahgo684 @WildAngelWing @DianaCialino @NavyVet9200 @DocDeezWhat @JimboUSA1776 @EyeH8Trump @Marsha579L @kali8989 @rsnoeljr @rmgoldman1 @Sofie_Z1 @SaltyTanker2 @The1Hauntings @SonnyFarmer @DonnaLeist @nickder61 @DianaHe50951535 @LawrenceDunha16 @Luckboxwinnerr @Larry092218801 @LarryCouch5 @Ettored @EricRos11919423 @GodsArmyOfHmrs @DharmaPatriot @neila0081 @UndercoverReb @flipartist @MadeUMadAgain @Melissamcadam10 @KeelKeel13 @BurgerPhergus @Usaproud19 @MarshaManley @step_withers @The4ourthBranch @Chekhovs_Gunman @jersey_some @Danime9071 @KellzBellzzah F**k you libtard POS. You are the demise of this country.  Grow up, wake up. Tried of paying for all you libtards to live in my country.",Reply Tweet,,"['@LacarpetronM', '@Mike21076', '@JamesWe70210481', '@DanpawP', '@Derrick47886845', '@TackettWendi', '@Dilligaf963', '@RenayCharlotte', '@FLYNN6411', '@Ferahgo684', '@WildAngelWing', '@DianaCialino', '@NavyVet9200', '@DocDeezWhat', '@JimboUSA1776', '@EyeH8Trump', '@Marsha579L', '@kali8989', '@rsnoeljr', '@rmgoldman1', '@Sofie_Z1', '@SaltyTanker2', '@The1Hauntings', '@SonnyFarmer', '@DonnaLeist', '@nickder61', '@DianaHe50951535', '@LawrenceDunha16', '@Luckboxwinnerr', '@Larry092218801', '@LarryCouch5', '@Ettored', '@EricRos11919423', '@GodsArmyOfHmrs', '@DharmaPatriot', '@neila0081', '@UndercoverReb', '@flipartist', '@MadeUMadAgain', '@Melissamcadam10', '@KeelKeel13', '@BurgerPhergus', '@Usaproud19', '@MarshaManley', '@step_withers', '@The4ourthBranch', '@Chekhovs_Gunman', '@jersey_some', '@Danime9071', '@KellzBellzzah']",1364365137612709992,"Pittsburgh, PA",,,,,,,,,United States,US,Pittsburgh,Pennsylvania,Allegheny County,"Pittsburgh, Pennsylvania, United States",-79.99589,40.44062,3,0,5,2,https://twitter.com/twitter/status/1591218641504436225
1591218484536823809,Fri Nov 11 23:57:04 +0000 2022,"@ThewizardofGos @kighlaphezix @ACTBrigitte I didn't say he was, but I've seen MAGA post it. He pushed for and signed the Brady Law for example. There is No Way today's GOP would do that.",Reply Tweet,,"['@ThewizardofGos', '@kighlaphezix', '@ACTBrigitte']",28903767,wisconsin,,,,,,,,,United States,US,,Wisconsin,,"Wisconsin, United States",-90.00041,44.50024,1,0,1,0,https://twitter.com/twitter/status/1591218484536823809
1591218399333732352,Fri Nov 11 23:56:44 +0000 2022,@realTuckFrumper The NRA should give him a gun and 1bullet,Reply Tweet,,['@realTuckFrumper'],1104554513103572992,United States,,,,,,,,,United States,US,,,,United States,-98.5,39.76,0,0,0,0,https://twitter.com/twitter/status/1591218399333732352
1591218383915479041,Fri Nov 11 23:56:40 +0000 2022,@StopRINOKemp Fetterman is tough on crime and supports gun rights,Reply Tweet,,['@StopRINOKemp'],1378135268025307141,"Wisconsin, USA",,,,,,,,,United States,US,,Wisconsin,,"Wisconsin, United States",-90.00041,44.50024,0,0,9,0,https://twitter.com/twitter/status/1591218383915479041
1591218318379450368,Fri Nov 11 23:56:25 +0000 2022,"Well heck, with the Twitter meltdown happening we missed this.
“With the exception of ordinary living expenses, the defendant Alex Jones is not to transfer, encumber, dispose, or move his assets out of the United States, until further order of the court,”
https://t.co/BUF5paF51d",Original Tweet,,,1108055156803948556,"Washington, D.C ",,,,,,,,,United States,US,,"Washington, D.C.",,"Washington, D.C., United States",-77.00025,38.91706,1,0,1,0,https://twitter.com/twitter/status/1591218318379450368
1591218313308164096,Fri Nov 11 23:56:23 +0000 2022,We need equitable solutions. Guns Found in Backpacks at 2 NYC Schools — and the 6-Year-Old's Was Loaded: Cops https://t.co/Oqx4qFdZF9,Original Tweet,,,790634647155712000,"Manhattan, NY",,,,,,,,,United States,US,Manhattan,New York,New York County,"Manhattan, New York, United States",-73.96625,40.78343,0,0,1,0,https://twitter.com/twitter/status/1591218313308164096
1591218167665528833,Fri Nov 11 23:55:49 +0000 2022,"I hope the fucker ends up broke and homeless..

https://t.co/z02EXn23hO

Infowars host Alex Jones has been ordered to pay nearly $1.5 billion to the victims' families of Sandy Hook. And he still may have to pony up more.",Original Tweet,,,1329611411664871424,"Round Rock, TX",,,,,,,,,United States,US,Round Rock,Texas,Williamson County,"Round Rock, Texas, United States",-97.6789,30.50826,1,1,9,2,https://twitter.com/twitter/status/1591218167665528833
1591218095913586688,Fri Nov 11 23:55:32 +0000 2022,"@EliseStefanik No, Plump always put Putin first.

If you like mass shootings, pedophiles and Putin, vote republican!",Reply Tweet,,['@EliseStefanik'],423522416,"Miami, Florida",,,,,,,,,United States,US,Miami,Florida,Miami-Dade County,"Miami, Florida, United States",-80.19366,25.77427,0,0,0,0,https://twitter.com/twitter/status/1591218095913586688
1591217936798449666,Fri Nov 11 23:54:54 +0000 2022,"@xxxsaur @Oregon_Mt_Man @TinaKotek The homeless problem in Portland got out of hand after Covid, not in 'the past nine years'.  And our mayor sucks.  We didn't need an NRA stooge and MAGA suck-up to fix our problem.",Reply Tweet,,"['@xxxsaur', '@Oregon_Mt_Man', '@TinaKotek']",1147220780918251520,"Portland, OR",,,,,,,,,United States,US,Portland,Oregon,Multnomah County,"Portland, Oregon, United States",-122.67621,45.52345,1,0,0,0,https://twitter.com/twitter/status/1591217936798449666
1591217847652716544,Fri Nov 11 23:54:32 +0000 2022,@RepMTG @JoyAnnReid Boebert practices political porn - not sexual porn. Boebert’s political porn - her political fetishes -  do not translate to nudity. Yet i suppose conservatives love the fetish of Boebert posing with assault weapons because these images assault intelligence.,Reply Tweet,,"['@RepMTG', '@JoyAnnReid']",1519100603892383745,"Miami, FL",,,,,,,,,United States,US,Miami,Florida,Miami-Dade County,"Miami, Florida, United States",-80.19366,25.77427,0,0,0,0,https://twitter.com/twitter/status/1591217847652716544
1591217789255442432,Fri Nov 11 23:54:19 +0000 2022,@Hotel2a @MeesterOh @johnsonstickk Haha I’m honestly just amazed at how some of these ppl are dedicated to lying only to themselves &amp; the only ppl that agree w them are the anti-gun crowd but no one else. I’ll just hit mute when needed &amp; let them work themselves into a frothy sweat.,Reply Tweet,,"['@Hotel2a', '@MeesterOh', '@johnsonstickk']",16631515,United States,,,,,,,,,United States,US,,,,United States,-98.5,39.76,1,0,0,0,https://twitter.com/twitter/status/1591217789255442432
1591217768405532673,Fri Nov 11 23:54:14 +0000 2022,@NeolithicSheep @BoozyBadger @UrsulaV That's what the shotgun blank firing traps are supposed to be for. https://t.co/T217scK0qW,Reply Tweet,,"['@NeolithicSheep', '@BoozyBadger', '@UrsulaV']",165568999,United States,,,,,,,,,United States,US,,,,United States,-98.5,39.76,0,0,0,0,https://twitter.com/twitter/status/1591217768405532673
1591217754023292930,Fri Nov 11 23:54:10 +0000 2022,"@MetaCognetic @ilovebeer1111 @Txnbybirth @Leftylockdowns1 1 is reasonably high, 2 is pretty low, and also bullshit inasmuch as the GOP is no better or significantly worse on inflation, war, energy policy, food security and every single constitutional freedoms that isn't gun rights.",Reply Tweet,,"['@MetaCognetic', '@ilovebeer1111', '@Txnbybirth', '@Leftylockdowns1']",17500284,"Portland, OR",,,,,,,,,United States,US,Portland,Oregon,Multnomah County,"Portland, Oregon, United States",-122.67621,45.52345,0,0,0,0,https://twitter.com/twitter/status/1591217754023292930
1591217611567669248,Fri Nov 11 23:53:36 +0000 2022,"@FoxNews Yep, they'll do everything in their power to focus on this issue rather than addressing the economy, crime reduction, gun control, women's rights, minority rights &amp; so on",Reply Tweet,,['@FoxNews'],1538143969091235840,"Vernon, CT",,,,,,,,,United States,US,Mount Vernon,New York,Westchester County,"Mount Vernon, New York, United States",-73.83708,40.9126,0,0,1,0,https://twitter.com/twitter/status/1591217611567669248
1591217604630568960,Fri Nov 11 23:53:34 +0000 2022,@JeffMerkley Please explain how this is a good step forward in addressing our gun violence crisis when the crisis involves black market firearms  in the hands of law breakers? You're only hobbling law abiding citizens.,Reply Tweet,,['@JeffMerkley'],950594271056314373,"Portland, Oregon",,,,,,,,,United States,US,Portland,Oregon,Multnomah County,"Portland, Oregon, United States",-122.67621,45.52345,0,0,0,0,https://twitter.com/twitter/status/1591217604630568960
1591217521469825025,Fri Nov 11 23:53:15 +0000 2022,"@memenschtuffen @JustCallMeBunk @seagrlutwrld @Stonekettle @ACTBrigitte Can I have a bazooka?  After all, the military has one.  Just because the police have anything does not mean that it is safe or acceptable for the public to have one, particularly with the extreme lack of weapons being controlled by red flag laws, etc.",Reply Tweet,,"['@memenschtuffen', '@JustCallMeBunk', '@seagrlutwrld', '@Stonekettle', '@ACTBrigitte']",40520258,"Charleston, SC  (USA)",,,,,,,,,United States,US,Charleston,South Carolina,Charleston County,"Charleston, South Carolina, United States",-79.93092,32.77657,0,0,0,0,https://twitter.com/twitter/status/1591217521469825025
1591217379471548416,Fri Nov 11 23:52:41 +0000 2022,"@Derrick47886845 @FLYNN6411 @kali8989 @rsnoeljr @rmgoldman1 @LacarpetronM @JimboUSA1776 @Sofie_Z1 @SaltyTanker2 @DianaCialino @The1Hauntings @SonnyFarmer @DonnaLeist @nickder61 @DianaHe50951535 @LawrenceDunha16 @Luckboxwinnerr @RenayCharlotte @Larry092218801 @LarryCouch5 @Ettored @EricRos11919423 @GodsArmyOfHmrs @EyeH8Trump @DocDeezWhat @NavyVet9200 @DharmaPatriot @neila0081 @UndercoverReb @flipartist @DanpawP @MadeUMadAgain @Melissamcadam10 @KeelKeel13 @BurgerPhergus @Usaproud19 @MarshaManley @step_withers @The4ourthBranch @Chekhovs_Gunman @jersey_some @Ferahgo684 @Danime9071 @KellzBellzzah @Marsha579L @BollingerTodd @JamesWe70210481 @WildAngelWing @charlie31404066 @Amy95474055 He didn't murder anyone.

He defended Congress members.

He handled a terrorist. End of story.",Reply Tweet,,"['@Derrick47886845', '@FLYNN6411', '@kali8989', '@rsnoeljr', '@rmgoldman1', '@LacarpetronM', '@JimboUSA1776', '@Sofie_Z1', '@SaltyTanker2', '@DianaCialino', '@The1Hauntings', '@SonnyFarmer', '@DonnaLeist', '@nickder61', '@DianaHe50951535', '@LawrenceDunha16', '@Luckboxwinnerr', '@RenayCharlotte', '@Larry092218801', '@LarryCouch5', '@Ettored', '@EricRos11919423', '@GodsArmyOfHmrs', '@EyeH8Trump', '@DocDeezWhat', '@NavyVet9200', '@DharmaPatriot', '@neila0081', '@UndercoverReb', '@flipartist', '@DanpawP', '@MadeUMadAgain', '@Melissamcadam10', '@KeelKeel13', '@BurgerPhergus', '@Usaproud19', '@MarshaManley', '@step_withers', '@The4ourthBranch', '@Chekhovs_Gunman', '@jersey_some', '@Ferahgo684', '@Danime9071', '@KellzBellzzah', '@Marsha579L', '@BollingerTodd', '@JamesWe70210481', '@WildAngelWing', '@charlie31404066', '@Amy95474055']",2459845976,"TX, USA",,,,,,,,,United States,US,,Texas,,"Texas, United States",-99.25061,31.25044,2,0,3,2,https://twitter.com/twitter/status/1591217379471548416
1591217095358156801,Fri Nov 11 23:51:33 +0000 2022,"@memenschtuffen @JustCallMeBunk @seagrlutwrld @Stonekettle @ACTBrigitte And, yes, you just revealed some of the other matters which need to be addressed:  
1. Requirement that any lost or stolen weapon be reported.  
2. Background checks for any transfer and any transfer must be noted in a registry.  No, registering is not grabbing your guns later.",Reply Tweet,,"['@memenschtuffen', '@JustCallMeBunk', '@seagrlutwrld', '@Stonekettle', '@ACTBrigitte']",40520258,"Charleston, SC  (USA)",,,,,,,,,United States,US,Charleston,South Carolina,Charleston County,"Charleston, South Carolina, United States",-79.93092,32.77657,0,0,0,0,https://twitter.com/twitter/status/1591217095358156801
1591216996858957825,Fri Nov 11 23:51:10 +0000 2022,@WolfAlbin @IsabellaMDeLuca So they voted for common sense gun laws and protecting human rights. Got it!,Reply Tweet,,"['@WolfAlbin', '@IsabellaMDeLuca']",1119059146018643974,"Syracuse, NY",,,,,,,,,United States,US,Syracuse,New York,Onondaga County,"Syracuse, New York, United States",-76.14742,43.04812,0,0,0,0,https://twitter.com/twitter/status/1591216996858957825
1591216963447316480,Fri Nov 11 23:51:02 +0000 2022,"New @January6thCmte video reveals it seems #Trump WANTED TO LOSE as an excuse to stage a fake Revelation13 Prophecy to install a MONARCHY with:
NO #FREEDOM
NO #CONGRESS
NO #SCOTUS
NO #GUNS
NO #MAGA 

and NO #CHRISTIANS (anywhere!)

#January6th Plot Basis
https://t.co/N6xxnwhBW5",Original Tweet,"['#Trump', '#FREEDOM', '#CONGRESS', '#SCOTUS', '#GUNS', '#MAGA', '#CHRISTIANS', '#January6th']",['@January6thCmte'],1409724627262357505,"Houston, Texas",,,,,,,,,United States,US,Houston,Texas,Harris County,"Houston, Texas, United States",-95.36327,29.76328,0,0,0,0,https://twitter.com/twitter/status/1591216963447316480
1591216800293089282,Fri Nov 11 23:50:23 +0000 2022,"GoFundMe on deck. It sounds like this guy will need one to pay the BK lawyers and the lawyers to fight the wrongful asset protection claims. 

Alex Jones ordered to pay $473 million in punitive damages in Sandy Hook defamation case https://t.co/maGT3mZQeU via @Yahoo",Original Tweet,,['@Yahoo'],742105888677236736,"Fort Worth, TX",,,,,,,,,United States,US,Fort Worth,Texas,Tarrant County,"Fort Worth, Texas, United States",-97.32085,32.72541,0,0,4,2,https://twitter.com/twitter/status/1591216800293089282
1591216704402886656,Fri Nov 11 23:50:00 +0000 2022,"@J96333729 @mmpadellan They also think democrats will ""take our guns"".",Reply Tweet,,"['@J96333729', '@mmpadellan']",956305213,"Allentown,  PA",,,,,,,,,United States,US,Allentown,Pennsylvania,Lehigh County,"Allentown, Pennsylvania, United States",-75.49018,40.60843,0,0,1,0,https://twitter.com/twitter/status/1591216704402886656
1591216676162654209,Fri Nov 11 23:49:53 +0000 2022,"I really hope my stepdaughter graduates from high school, since she could easily be killed by a school mass shooter who is exercising their sacred second amendment, any weekday.",Original Tweet,,,17274803,"Manhattan, KS",,,,,,,,,United States,US,Manhattan,Kansas,Riley County,"Manhattan, Kansas, United States",-96.57167,39.18361,1,0,4,0,https://twitter.com/twitter/status/1591216676162654209
1591216211895144448,Fri Nov 11 23:48:02 +0000 2022,"@anneke_holland @GregAbbott_TX OMG , save your feelings. Every Native Texan would be embarrassed and humiliated. 
BETO? that silly little queer. 
What a joke. 
He’s way way outa his element. With Texas GDP we’re about the 15th largest economy in the World. He thinks it’s about Climate, Abortion,and gun laws.",Reply Tweet,,"['@anneke_holland', '@GregAbbott_TX']",968414592383836160,"Texas, USA",,,,,,,,,United States,US,,Texas,,"Texas, United States",-99.25061,31.25044,0,1,0,0,https://twitter.com/twitter/status/1591216211895144448
1591216192206741505,Fri Nov 11 23:47:58 +0000 2022,@Ferahgo684 @LacarpetronM @JimboUSA1776 @RenayCharlotte @unStunned @FLYNN6411 @Marsha579L @NeverGiveIn1776 @DonnaLeist @NavyVet9200 @Derrick47886845 @Plshel1959 @jersey_some @JamesWe70210481 @TrumpHa07812722 @Bekind4america @DianeBu72276743 @Keith_22_ @Sofie_Z1 @EyeH8Trump @Luckboxwinnerr @SonnyFarmer @nickder61 @rmgoldman1 @rsnoeljr @SaltyTanker2 @The1Hauntings @DianaHe50951535 @LawrenceDunha16 @Larry092218801 @LarryCouch5 @Ettored @EricRos11919423 @GodsArmyOfHmrs @DocDeezWhat @DharmaPatriot @neila0081 @UndercoverReb @flipartist @DanpawP @MadeUMadAgain @Melissamcadam10 @KeelKeel13 @BurgerPhergus @Usaproud19 @MarshaManley @step_withers @The4ourthBranch @Chekhovs_Gunman @Danime9071 Epstein and Ghislaine were arrested. What’s your point?,Reply Tweet,,"['@Ferahgo684', '@LacarpetronM', '@JimboUSA1776', '@RenayCharlotte', '@unStunned', '@FLYNN6411', '@Marsha579L', '@NeverGiveIn1776', '@DonnaLeist', '@NavyVet9200', '@Derrick47886845', '@Plshel1959', '@jersey_some', '@JamesWe70210481', '@TrumpHa07812722', '@Bekind4america', '@DianeBu72276743', '@Keith_22_', '@Sofie_Z1', '@EyeH8Trump', '@Luckboxwinnerr', '@SonnyFarmer', '@nickder61', '@rmgoldman1', '@rsnoeljr', '@SaltyTanker2', '@The1Hauntings', '@DianaHe50951535', '@LawrenceDunha16', '@Larry092218801', '@LarryCouch5', '@Ettored', '@EricRos11919423', '@GodsArmyOfHmrs', '@DocDeezWhat', '@DharmaPatriot', '@neila0081', '@UndercoverReb', '@flipartist', '@DanpawP', '@MadeUMadAgain', '@Melissamcadam10', '@KeelKeel13', '@BurgerPhergus', '@Usaproud19', '@MarshaManley', '@step_withers', '@The4ourthBranch', '@Chekhovs_Gunman', '@Danime9071']",517946537,New Jersey coast,,,,city,Vista Center,"Vista Center, NJ",US,United States,United States,US,,New Jersey,,"New Jersey, United States",-74.49987,40.16706,1,0,1,0,https://twitter.com/twitter/status/1591216192206741505
1591216007938441217,Fri Nov 11 23:47:14 +0000 2022,"@AOC If you're really scared to walk your dog, then just exercise your #SecondAmendment right to buy and carry a gun.

No one's life, including yours, should ever depend on 911 response times by the police, especially when the left wants to defund them.

#AOC #2A #SelfDefense",Original Tweet,"['#SecondAmendment', '#AOC', '#2A', '#SelfDefense']",['@AOC'],1080379846805635072,"Bronx, New York",,,,,,,,,United States,US,Borough of Bronx,New York,Bronx,"Borough of Bronx, New York, United States",-73.86641,40.84985,1,0,0,0,https://twitter.com/twitter/status/1591216007938441217
1591215966079549444,Fri Nov 11 23:47:04 +0000 2022,@Derrick47886845 @FLYNN6411 @kali8989 @rsnoeljr @rmgoldman1 @LacarpetronM @JimboUSA1776 @Sofie_Z1 @SaltyTanker2 @The1Hauntings @SonnyFarmer @DonnaLeist @nickder61 @DianaHe50951535 @LawrenceDunha16 @Luckboxwinnerr @RenayCharlotte @Larry092218801 @LarryCouch5 @Ettored @EricRos11919423 @GodsArmyOfHmrs @EyeH8Trump @DocDeezWhat @NavyVet9200 @DharmaPatriot @neila0081 @UndercoverReb @flipartist @DanpawP @MadeUMadAgain @Melissamcadam10 @KeelKeel13 @BurgerPhergus @Usaproud19 @MarshaManley @step_withers @The4ourthBranch @Chekhovs_Gunman @jersey_some @Ferahgo684 @Danime9071 @KellzBellzzah @Marsha579L @BollingerTodd @JamesWe70210481 @WildAngelWing @charlie31404066 @Amy95474055 The officer saw a terrorist with a backpack that might have contained guns crashing into the chamber where congress was assembled. He warned her to stop. She advanced towards congress. He was cleared.Should he have let her confront congress with possible weapons? Yes or no?,Reply Tweet,,"['@Derrick47886845', '@FLYNN6411', '@kali8989', '@rsnoeljr', '@rmgoldman1', '@LacarpetronM', '@JimboUSA1776', '@Sofie_Z1', '@SaltyTanker2', '@The1Hauntings', '@SonnyFarmer', '@DonnaLeist', '@nickder61', '@DianaHe50951535', '@LawrenceDunha16', '@Luckboxwinnerr', '@RenayCharlotte', '@Larry092218801', '@LarryCouch5', '@Ettored', '@EricRos11919423', '@GodsArmyOfHmrs', '@EyeH8Trump', '@DocDeezWhat', '@NavyVet9200', '@DharmaPatriot', '@neila0081', '@UndercoverReb', '@flipartist', '@DanpawP', '@MadeUMadAgain', '@Melissamcadam10', '@KeelKeel13', '@BurgerPhergus', '@Usaproud19', '@MarshaManley', '@step_withers', '@The4ourthBranch', '@Chekhovs_Gunman', '@jersey_some', '@Ferahgo684', '@Danime9071', '@KellzBellzzah', '@Marsha579L', '@BollingerTodd', '@JamesWe70210481', '@WildAngelWing', '@charlie31404066', '@Amy95474055']",517946537,New Jersey coast,,,,city,Vista Center,"Vista Center, NJ",US,United States,United States,US,,New Jersey,,"New Jersey, United States",-74.49987,40.16706,7,0,3,1,https://twitter.com/twitter/status/1591215966079549444
1591215949784715265,Fri Nov 11 23:47:00 +0000 2022,@DemocracyDenier Kyle Rittenhouse is alive today because he had an AR-15 when he was attacked by a mob.,Reply Tweet,,['@DemocracyDenier'],1001029821927862272,"Las Vegas, NV",,,,,,,,,United States,US,Las Vegas,Nevada,Clark County,"Las Vegas, Nevada, United States",-115.13722,36.17497,3,0,4,1,https://twitter.com/twitter/status/1591215949784715265
1591215946618011649,Fri Nov 11 23:46:59 +0000 2022,"@AnnCoulter New @January6thCmte video reveals it seems #Trump WANTED TO LOSE as an excuse to stage a fake Revelation13 Prophecy to install a MONARCHY with:
NO #FREEDOM
NO #CONGRESS
NO #SCOTUS
NO #GUNS
NO #MAGA 

and NO #CHRISTIANS (anywhere!)

#January6th Plot Basis
https://t.co/N6xxnwhBW5",Reply Tweet,"['#Trump', '#FREEDOM', '#CONGRESS', '#SCOTUS', '#GUNS', '#MAGA', '#CHRISTIANS', '#January6th']","['@AnnCoulter', '@January6thCmte']",1409724627262357505,"Houston, Texas",,,,,,,,,United States,US,Houston,Texas,Harris County,"Houston, Texas, United States",-95.36327,29.76328,0,0,0,0,https://twitter.com/twitter/status/1591215946618011649
1591215943103164416,Fri Nov 11 23:46:58 +0000 2022,@IAmJohnAles The 18 year olds spent their school years doing duck and cover drills because the Republicans refused to do anything whatsoever to curb school shootings. They chose the guns over them. They’re grown up now and can vote. Did R’s ever think of that?,Reply Tweet,,['@IAmJohnAles'],1274119312039526400,"Roseville, CA",,,,,,,,,United States,US,Roseville,California,Placer County,"Roseville, California, United States",-121.28801,38.75212,0,0,1,0,https://twitter.com/twitter/status/1591215943103164416
1591215816682647552,Fri Nov 11 23:46:28 +0000 2022,@TheGreatMerman @rodeocab @Logically_JC I'm happy to live amongst responsible gun owners like you 💙!! MN is safer if we're safer.,Reply Tweet,,"['@TheGreatMerman', '@rodeocab', '@Logically_JC']",1092891786039697409,MN,,,,,,,,,United States,US,,Minnesota,,"Minnesota, United States",-94.25055,46.25024,0,0,0,0,https://twitter.com/twitter/status/1591215816682647552
